cabin,content,date,destination,rating,route,title 
Economy,"
At the gates in Zurich airport, still trying to overcome the 14 hour flight, and we were barely able to stand...tired, no exhausted.
Now moving to the gate for boarding- lugging back packs, camera bags, laptops and of course the handbag- filled with essentials, toothbrush, makeup, wet ones etc.. Only problem, not enough hands.
Then the dreaded call up to...
","Reviewed 3 August 2016
",Zurich - Toronto,ui_bubble_rating bubble_30,International,Hand luggage help
Premium Economy,"
THE CREW WAS VERY ATTENTIVE AND HELPFUL.
SOME CREW ARE GOOD LIKE THIS ONE.Some like on the way back from Frankfurt
was terrible.Good crew makes all the difference
","Reviewed 3 August 2016
",Toronto - Frankfurt,ui_bubble_rating bubble_40,International,VERY GOOD CREW
Economy,"
Uneventful, so a great flight! On time! Flight crew friendly and taking care of people's needs as required.
Meet some nice people on board. Enjoyable flight!
Always have a great flight with Air Canada!!!
","Reviewed 3 August 2016
",Toronto - Vancouver,ui_bubble_rating bubble_50,Domestic,Continuously Dependable!!!
Economy,"
Flight boarded efficiently and left on time and my luggage arrived with me so that was that.
Flying on a 777-300ER and paying extra for the Exit Row meant about 6' of leg room in front so could not even touch the wall while stretching legs which made the flight extra comfortable as well. The 777 also has the better...
","Reviewed 3 August 2016
",Toronto - Paris,ui_bubble_rating bubble_40,International,Air Canada was great...no this is not a typo
Business Class,"
We left a head of time and arrived on time. 1 week before there was a promotion on business class so we upgraded. The flight was full, but not business class. Well worth it for what we paid.
","Reviewed 3 August 2016
",Vancouver - Calgary,ui_bubble_rating bubble_50,Domestic,Left early and was on time.
Economy,"
Meal - not great, comparable with Air transat, somehow less tasty. In terms of chairs not very comfortable. Movies - OK. Too many turbulences for my taste.
","Reviewed 3 August 2016
",Vancouver - London,ui_bubble_rating bubble_30,International,Long flight with some turbulences
Economy,"
Our departure gate was #91 in the auxiliary area or terminal 1. It is a hole and unworthy to be a departure site for an otherwise first-rate airport. Our flight was delayed for 45 minutes, but here was not one announcement from AC. Eventually an apology after we on board.
","Reviewed 3 August 2016
",Toronto - Saint Louis,ui_bubble_rating bubble_30,USA,St. Louis Blues
Economy,"
What should have taken 4-5 hours with luggage ended up taking 25 hours. I was taking things to my children, hence two pieces of luggage. First lineup: after waiting, I was informed it was too early to check bags, as flight was delayed 5 hours. I wonder why I wasn't told at the beginning of the bag drop line? And...
","Reviewed 3 August 2016
",Calgary - Toronto,ui_bubble_rating bubble_20,Domestic,Calgary to Toronto - how complicated can this get?
Economy,"
Try to fly AC when I can. Good airline with standard issues all have. Ask and you will receive. Don't ask. Well then. Food not a big fan. In flight entertainment great. Cabin crew friendly. Issues re on time etc. but all in all okay
","Reviewed 3 August 2016
",Toronto - Frankfurt,ui_bubble_rating bubble_30,International,Downtown
Economy,"
The in flight crew set very high standards of care, service. There was an elderly woman passenger travelling solo, she was from India and could not speak any language other than her mother tongue Telugu. It was a treat to see the extraordinary care the inflight crew took of her needs, in spite of almost zero ability to communicate in...
","Reviewed 3 August 2016
",San Francisco - Toronto,ui_bubble_rating bubble_50,Canada,Service of highest class!
Economy,"
a regular Air Canada flight with nothing special. I was surprised though, that they offered nothing in the way of a snack to accompany the free beverage. Everyone likes something to snack on, no matter how small, but even on this 3-hour flight, nothing.
The inflight service was 'spotty'.
Cabin crew did their routine service but did nothing to make...
","Reviewed 3 August 2016
",Toronto - St. John's,ui_bubble_rating bubble_30,Domestic,regular - nothing special
Economy,"
Very poor customer service. When our flight to Toronto (our connecting flight to Milan, Italy) was delayed, this airline knew that we would miss the next flight. Our travel could have been better rerouted from Detroit but the Air Canada agents would not take care of the multiple people needing assistance. One of the two gate agents pretended that she...
","Reviewed 3 August 2016
",Detroit - Toronto,ui_bubble_rating bubble_10,Canada,Ignored and mislead
Economy,"
Each seat equipped with on TV/entertainment. Plane was very clean. Flight crew was very pleasant. Seats were very comfortable.
There were a couple of seats where the entertainment system did not work. Flight was on time for departure and arrival.
","Reviewed 3 August 2016
",Dallas - Toronto,ui_bubble_rating bubble_50,Canada,Very good flight
Business Class,"
Connected in YYZ (Toronto) from AC 226. prefer the 767 from YYC (Calgary) as you will be able to have 3 hours of sleep in the pods.
I heard this route will go to Air Canada Rouge in the fall, at which point i will not use it anymore.
","Reviewed 3 August 2016
",Calgary - Bogota,ui_bubble_rating bubble_50,International,very enjoyable flight
Economy,"
Except for expensive cost of tickets, baggage fees. It is one of the most dependable airline in the world. Lots of improvements need to be done.
","Reviewed 3 August 2016
",Halifax - London,ui_bubble_rating bubble_40,International,Not Bad
Economy,"
A traditional air carrier that caters to the business crowd.
Very safe and respected for safety standards.
International flights offer great service and good food and staff are always professional.
","Reviewed 3 August 2016
",San Francisco - London,ui_bubble_rating bubble_50,International,International service is good
Premium Economy,"
On the way to Frankfurt the crew was helpful,professional and good.
But on the way back from Frankfurt.the crew was unfriendly.they did not do they job properly.Water was offered maybe 3 times only during an 81/2 hour flight.
They just did not care.when one ask for something they seemed annoyed.
The snack before landing was terrible.i
","Reviewed 3 August 2016
",Frankfurt - Toronto,ui_bubble_rating bubble_20,International,THE crew was terrible.They maybe offered water 3 times during the flight
Economy,"
I should have known something would go wrong when we left Columbus for Toronto. The flight was delayed by weather - not a problem, I thought. No worries. And the flight was only delayed by one hour. Still had time to enjoy Toronto!
But the trip back was terrible. My original flight, slated for Sunday afternoon at the five o'clock...
","Reviewed 3 August 2016
",Columbus - Toronto,ui_bubble_rating bubble_30,Canada,"Delays, delays, cancellations"
Economy,"
We like train travel, so we planned a Guelph ON to Montreal QC to Lake Placid NY trip but Toronto to Montreal was unavailable. We booked Toronto Island Airport to Montreal on Air Canada. Despite massive Union Station construction we found the shuttle to the Island Airport (YTZ) Check-in was a short wait as was security and we were on...
","Reviewed 3 August 2016
",Toronto - Montreal,ui_bubble_rating bubble_50,Domestic,The Oher Toront Airport
